ParameterIndex,X,SNAIL,miR34,miR200,ZEB,KEAP1,Ecadherin,NRF2,Weight
1455,1,1,-1,-1,1,1,-1,-1,1
1459,1,-1,1,1,-1,-1,1,-1,1
1462,-1,1,-1,-1,1,1,-1,1,1
1466,-1,1,1,1,-1,-1,1,-1,1
1469,1,1,1,1,-1,1,1,-1,1
1471,1,1,-1,1,-1,-1,1,-1,1
1473,1,1,-1,-1,1,1,-1,-1,1
1474,1,-1,1,1,-1,-1,1,-1,1
1475,1,1,-1,-1,1,1,-1,1,1
1477,1,-1,1,1,-1,-1,1,1,1
1479,-1,-1,1,1,-1,1,1,-1,1
1482,-1,1,1,1,-1,-1,1,-1,1
1488,-1,1,-1,-1,1,1,-1,-1,1
1489,-1,1,-1,-1,1,1,-1,-1,1
1490,-1,-1,1,1,-1,-1,1,-1,1
1492,-1,-1,1,1,-1,-1,1,-1,1
1496,-1,1,-1,1,-1,-1,1,1,1
1499,1,-1,1,1,-1,-1,1,-1,1
1500,1,1,-1,-1,1,1,-1,1,1
1501,-1,1,-1,-1,1,1,-1,1,1
1510,-1,1,-1,-1,1,1,-1,1,1
1513,1,-1,1,1,-1,-1,1,-1,1
1522,1,1,-1,-1,1,1,-1,1,1
1526,1,1,1,1,-1,-1,1,-1,1
1528,-1,-1,1,1,-1,-1,1,-1,1
1531,-1,-1,1,1,-1,-1,1,-1,1
1532,1,-1,1,1,-1,-1,1,1,1
1533,1,-1,1,1,-1,-1,1,1,1
1535,1,-1,1,1,-1,-1,1,1,1
1536,-1,-1,1,1,-1,-1,1,1,1
1537,-1,-1,1,1,-1,-1,1,-1,1
1540,1,1,-1,-1,1,1,-1,-1,1
1542,-1,-1,1,1,-1,-1,1,1,1
1553,-1,1,-1,-1,1,1,-1,1,1
1556,-1,1,-1,-1,1,1,-1,1,1
1558,1,1,-1,-1,-1,-1,1,-1,1
1561,-1,-1,1,1,-1,-1,1,1,1
1562,1,-1,1,1,-1,-1,1,1,1
1564,1,-1,1,1,-1,1,1,-1,1
1566,-1,1,-1,-1,1,1,-1,1,1
1567,-1,1,1,1,-1,-1,1,-1,1
1568,-1,-1,-1,1,-1,1,1,-1,1
1571,-1,1,-1,-1,1,1,-1,-1,1
1573,1,-1,1,1,-1,1,1,1,1
1579,-1,-1,1,1,-1,-1,1,-1,1
1583,-1,-1,1,1,-1,-1,1,1,1
1589,1,1,-1,-1,1,1,-1,1,1
1591,1,-1,1,1,-1,-1,1,-1,1
1593,1,-1,1,1,-1,-1,1,-1,1
1597,1,1,-1,-1,1,1,-1,-1,1
1598,1,1,-1,-1,1,1,1,-1,1
1599,1,-1,1,1,-1,-1,1,-1,1
1603,-1,1,-1,-1,1,1,-1,-1,1
1604,-1,-1,1,1,-1,-1,1,1,1
1607,-1,1,-1,1,-1,-1,1,1,1
1609,1,-1,1,1,-1,-1,1,1,1
1615,-1,1,-1,1,1,1,-1,1,1
1616,1,-1,-1,-1,1,1,-1,1,1
1617,1,-1,1,1,-1,-1,1,-1,1
1619,1,-1,1,1,-1,-1,1,1,1
1622,1,-1,1,1,-1,-1,1,-1,1
1624,-1,-1,1,1,-1,1,1,1,1
1628,1,-1,-1,-1,1,1,-1,1,1
1630,1,-1,-1,-1,1,1,-1,-1,1
1633,-1,1,-1,-1,1,1,-1,1,1
1638,1,-1,1,1,-1,-1,1,1,1
1639,1,-1,1,1,-1,-1,1,1,1
1641,1,1,-1,-1,1,1,-1,-1,1
1642,1,-1,1,1,-1,-1,1,1,1
1643,1,-1,-1,-1,1,-1,-1,1,1
1645,1,1,-1,-1,1,1,-1,-1,1
1649,-1,-1,1,1,-1,-1,1,-1,1
1654,1,-1,-1,-1,1,1,-1,-1,1
1655,1,1,-1,-1,1,1,-1,1,1
1656,1,1,-1,-1,1,1,-1,-1,1
1664,-1,-1,-1,-1,1,1,-1,1,1
1666,-1,1,-1,-1,1,1,-1,1,1
1668,-1,1,-1,-1,1,1,-1,1,1
1672,-1,1,1,1,-1,-1,1,1,1
1673,-1,1,-1,-1,1,1,-1,-1,1
1675,1,-1,1,1,-1,-1,1,1,1
1677,-1,-1,1,1,-1,-1,1,1,1
1679,1,-1,1,1,-1,-1,1,1,1
1682,1,1,-1,-1,1,1,-1,-1,1
1692,1,1,-1,-1,1,1,-1,1,1
1701,-1,-1,1,1,-1,-1,1,-1,1
1702,1,-1,1,1,-1,-1,1,-1,1
1705,1,1,-1,1,-1,-1,1,1,1
1706,1,1,1,1,-1,-1,1,1,1
1709,-1,-1,1,1,-1,-1,1,1,1
1711,-1,1,-1,-1,1,1,-1,1,1
1713,1,-1,1,1,-1,-1,1,-1,1
1714,-1,1,1,1,-1,-1,1,-1,1
1720,1,-1,1,1,-1,-1,1,1,1
1723,-1,-1,-1,1,-1,-1,1,-1,1
1725,-1,-1,1,1,-1,-1,1,1,1
1729,1,-1,-1,-1,1,1,-1,-1,1
1730,1,1,-1,-1,1,1,-1,-1,1
1732,1,1,-1,-1,-1,1,1,-1,1
1733,1,1,-1,-1,1,1,-1,1,1
1738,-1,1,-1,-1,1,1,-1,-1,1
1741,-1,1,-1,-1,1,1,-1,1,1
1743,-1,1,-1,-1,1,1,-1,1,1
1745,1,-1,1,1,-1,-1,1,1,1
1748,-1,1,-1,-1,1,1,-1,-1,1
1752,-1,1,-1,-1,1,1,-1,1,1
1753,1,1,1,1,-1,-1,1,1,1
1756,-1,1,-1,-1,1,1,-1,1,1
1761,-1,-1,1,1,-1,-1,1,-1,1
1762,-1,-1,1,1,-1,-1,1,-1,1
1764,-1,-1,1,1,-1,-1,1,1,1
1766,-1,1,-1,-1,1,1,-1,1,1
1767,-1,-1,1,1,-1,-1,1,1,1
1769,1,-1,1,1,-1,-1,1,1,1
1772,1,-1,1,1,-1,-1,1,-1,1
1774,1,-1,1,1,-1,-1,1,1,1
1781,1,-1,-1,-1,1,1,-1,1,1
1783,-1,-1,1,1,-1,-1,1,-1,1
1786,1,-1,1,1,-1,-1,1,1,1
1790,1,-1,1,1,-1,-1,1,1,1
1792,-1,-1,-1,-1,1,1,-1,1,1
1793,1,1,-1,-1,1,1,-1,-1,1
1795,-1,-1,-1,-1,1,1,-1,1,1
1796,1,-1,1,-1,1,1,-1,1,1
1797,-1,1,-1,-1,1,1,-1,1,1
1800,-1,-1,1,1,-1,-1,1,-1,1
1804,1,-1,1,1,-1,-1,1,1,1
1805,-1,-1,1,1,-1,-1,1,1,1
1808,-1,-1,1,1,-1,-1,1,-1,1
1811,-1,-1,1,1,-1,-1,1,1,1
1815,1,-1,1,1,-1,-1,1,-1,1
1816,-1,1,-1,-1,1,1,-1,-1,1
1821,1,-1,1,1,-1,-1,1,1,1
1824,1,1,-1,-1,1,1,-1,1,1
1828,1,-1,1,1,-1,-1,1,1,1
1829,-1,-1,-1,-1,1,1,-1,1,1
1830,1,1,-1,-1,1,1,-1,1,1
1831,-1,-1,1,1,-1,-1,1,-1,1
1837,1,1,1,1,-1,1,1,-1,1
1841,1,-1,-1,1,1,1,-1,1,1
1845,-1,1,1,1,-1,-1,1,-1,1
1847,1,1,-1,-1,1,1,-1,-1,1
1853,-1,1,-1,-1,1,1,1,-1,1
1855,-1,1,-1,-1,1,1,-1,1,1
1856,-1,-1,1,1,-1,-1,1,1,1
1857,1,-1,1,1,-1,-1,1,-1,1
1858,1,1,-1,-1,1,1,-1,-1,1
1860,1,-1,-1,-1,1,1,-1,1,1
1861,1,-1,1,1,-1,-1,1,1,1
1863,1,1,1,1,-1,-1,1,1,1
1864,-1,-1,1,1,-1,-1,1,1,1
1866,1,1,-1,-1,1,1,-1,1,1
1867,1,1,-1,-1,1,1,-1,-1,1
1868,1,-1,1,1,-1,-1,1,1,1
1869,1,-1,1,1,-1,-1,1,-1,1
1871,-1,-1,1,-1,-1,1,1,1,1
1875,-1,1,-1,-1,1,1,-1,-1,1
1876,1,-1,1,1,-1,1,1,-1,1
1880,-1,-1,1,1,-1,-1,1,1,1
1881,1,1,-1,-1,1,1,-1,-1,1
1885,1,1,-1,1,-1,-1,1,1,1
1887,1,-1,1,1,-1,-1,1,1,1
1889,-1,-1,1,1,-1,-1,1,-1,1
1892,-1,1,-1,-1,1,1,-1,1,1
1894,-1,-1,1,1,-1,1,1,-1,1
1895,1,-1,1,1,-1,-1,1,1,1
1896,1,1,-1,-1,1,1,-1,-1,1
1902,1,-1,1,1,-1,1,1,-1,1
1905,-1,1,-1,-1,1,1,-1,1,1
1911,-1,1,-1,-1,1,1,-1,-1,1
1912,1,-1,1,1,-1,-1,1,1,1
1914,-1,1,-1,-1,1,1,-1,-1,1
1915,1,1,-1,-1,1,1,-1,1,1
1921,-1,-1,1,1,-1,-1,1,-1,1
1923,1,-1,1,1,-1,-1,1,1,1
1924,-1,1,1,1,-1,-1,1,-1,1
1925,-1,1,-1,-1,1,1,-1,1,1
1926,1,-1,-1,-1,1,1,-1,-1,1
1928,1,-1,1,1,-1,-1,1,1,1
1929,1,1,1,1,-1,-1,1,-1,1
1935,-1,1,-1,-1,-1,1,1,-1,1
1936,-1,1,-1,-1,1,1,-1,-1,1
1937,-1,-1,1,1,-1,-1,1,-1,1
1939,-1,-1,1,1,-1,-1,1,-1,1
1942,-1,1,1,1,-1,-1,1,-1,1
1943,1,1,-1,-1,1,1,-1,1,1
1945,-1,-1,1,1,-1,-1,1,-1,1
1948,1,1,-1,-1,1,1,-1,1,1
1949,1,-1,1,1,-1,-1,1,1,1
1954,-1,1,1,1,-1,-1,1,-1,1
1960,-1,1,1,-1,-1,1,1,-1,1
1962,1,-1,1,1,-1,1,1,1,1
1963,-1,1,-1,-1,1,1,-1,-1,1
1964,-1,1,-1,-1,1,1,-1,-1,1
1965,-1,1,-1,-1,1,1,-1,1,1
1966,1,-1,1,1,-1,-1,1,-1,1
1967,1,1,1,1,-1,-1,1,-1,1
1971,1,1,-1,-1,1,1,-1,1,1
1972,-1,1,-1,-1,1,1,-1,1,1
1973,1,1,-1,-1,1,1,-1,1,1
1976,1,1,-1,-1,1,1,-1,1,1
1979,1,1,-1,-1,1,1,-1,-1,1
1982,-1,1,1,1,-1,-1,1,1,1
1984,-1,1,-1,-1,1,1,1,-1,1
1985,1,-1,1,1,-1,-1,1,1,1
1987,1,-1,1,1,-1,-1,1,1,1
1988,-1,-1,-1,1,1,1,-1,1,1
1989,-1,-1,1,1,-1,-1,1,-1,1
1991,1,1,-1,-1,1,1,1,1,1
1995,-1,1,-1,-1,1,1,-1,1,1
1997,1,1,-1,-1,1,1,-1,1,1
1998,1,-1,1,1,-1,1,1,1,1
2000,1,-1,1,1,-1,-1,1,1,1
2001,-1,1,-1,-1,1,1,-1,1,1
2005,-1,1,-1,-1,1,1,-1,1,1
2006,1,-1,1,1,-1,-1,1,1,1
2007,1,-1,1,1,-1,-1,1,1,1
2010,-1,-1,1,1,-1,-1,1,1,1
2016,-1,-1,1,1,-1,-1,1,1,1
2020,1,1,-1,-1,1,1,1,-1,1
2024,-1,-1,1,1,-1,1,1,1,1
2029,-1,-1,-1,-1,1,1,-1,1,1
2032,-1,1,-1,-1,1,1,-1,1,1
2033,1,-1,1,1,-1,-1,1,1,1
2034,-1,1,1,1,-1,-1,1,-1,1
2036,1,-1,-1,-1,1,1,-1,1,1
2038,-1,1,1,1,-1,-1,1,-1,1
2039,1,-1,1,1,-1,-1,1,1,1
2042,-1,-1,1,1,-1,-1,1,-1,1
2043,1,-1,-1,-1,1,1,-1,1,1
2047,-1,-1,1,1,-1,-1,1,1,1
2050,-1,-1,-1,-1,1,1,-1,1,1
2051,1,-1,1,1,-1,-1,1,1,1
2052,-1,-1,1,1,-1,-1,1,1,1
2053,-1,-1,1,1,-1,-1,1,-1,1
2055,-1,-1,1,1,-1,-1,1,-1,1
2056,1,-1,1,1,-1,-1,1,-1,1
2058,1,1,1,1,-1,1,1,-1,1
2059,1,1,-1,-1,1,1,-1,-1,1
2061,-1,-1,1,1,-1,-1,1,-1,1
2065,1,-1,1,1,-1,-1,1,1,1
2066,1,1,-1,-1,1,1,-1,-1,1
2067,1,-1,1,1,-1,-1,1,1,1
2068,1,-1,1,1,-1,-1,1,1,1
2069,-1,1,1,1,-1,-1,1,-1,1
2070,1,1,-1,-1,1,1,-1,-1,1
2071,1,-1,1,1,-1,-1,1,1,1
2072,-1,1,1,-1,1,1,1,-1,1
2073,-1,1,1,1,-1,-1,1,1,1
2080,1,1,-1,-1,1,1,-1,-1,1
2084,1,-1,1,1,-1,-1,1,1,1
2086,1,-1,1,-1,1,1,-1,1,1
2088,1,1,-1,-1,1,1,-1,1,1
2092,1,1,-1,-1,1,1,-1,1,1
2096,-1,1,-1,-1,1,1,-1,1,1
2098,1,1,-1,-1,1,1,-1,1,1
2103,1,-1,1,1,-1,-1,1,1,1
2107,-1,-1,1,1,-1,-1,1,1,1
2110,-1,-1,1,1,-1,-1,1,1,1
2112,1,-1,1,1,-1,-1,1,1,1
2114,-1,1,-1,-1,1,1,-1,1,1
2116,-1,-1,1,1,-1,-1,1,-1,1
2124,1,-1,1,1,-1,-1,1,1,1
2136,1,1,-1,-1,1,1,-1,-1,1
2137,-1,1,-1,1,1,-1,-1,1,1
2141,1,-1,-1,-1,1,1,-1,1,1
2142,1,-1,1,1,-1,-1,1,1,1
2143,-1,1,-1,-1,1,1,-1,1,1
2145,1,-1,1,-1,1,1,-1,1,1
2147,-1,1,1,1,-1,-1,1,-1,1
2150,1,-1,1,1,-1,1,1,1,1
2151,1,1,-1,-1,1,1,-1,1,1
2155,-1,1,1,1,-1,-1,1,-1,1
2158,1,-1,1,1,-1,-1,1,1,1
2160,-1,1,-1,-1,1,1,-1,1,1
2171,1,1,-1,-1,1,1,1,-1,1
2174,1,1,-1,-1,1,1,-1,-1,1
2183,-1,-1,1,1,-1,-1,1,-1,1
2184,1,1,-1,-1,1,1,-1,-1,1
2190,1,1,-1,1,-1,1,1,1,1
2191,-1,-1,1,1,-1,-1,1,1,1
2192,1,1,-1,1,-1,-1,1,-1,1
2193,1,1,-1,-1,1,1,-1,-1,1
2194,1,1,-1,-1,1,1,-1,1,1
2196,1,-1,1,1,-1,-1,1,-1,1
2198,1,1,-1,-1,1,1,-1,1,1
2199,1,-1,1,1,-1,1,1,-1,1
2202,1,1,-1,-1,1,1,-1,-1,1
2204,-1,-1,1,1,-1,-1,1,1,1
2211,1,1,-1,-1,1,1,-1,1,1
2212,1,1,-1,-1,1,1,-1,-1,1
2214,-1,-1,1,1,-1,-1,1,1,1
2216,1,1,1,1,-1,-1,1,-1,1
2218,-1,1,1,1,-1,-1,1,-1,1
2219,1,1,-1,-1,1,1,-1,1,1
2220,-1,-1,1,1,-1,-1,1,1,1
2225,-1,-1,1,1,-1,-1,1,-1,1
2227,-1,-1,1,1,-1,-1,1,1,1
2230,-1,1,-1,-1,1,1,-1,-1,1
2235,1,-1,1,1,-1,-1,1,-1,1
2236,1,1,-1,-1,1,1,-1,-1,1
2241,1,-1,1,1,-1,-1,1,-1,1
2243,-1,1,1,1,-1,-1,1,-1,1
2244,1,-1,1,1,-1,-1,1,-1,1
2245,-1,-1,1,1,-1,-1,1,1,1
2247,1,1,1,1,-1,-1,1,-1,1
2251,-1,-1,1,1,-1,-1,1,-1,1
2252,-1,1,1,1,-1,-1,1,1,1
2253,1,-1,1,1,-1,-1,1,-1,1
2255,-1,-1,1,1,-1,-1,1,1,1
2256,-1,1,-1,-1,-1,1,1,-1,1
2268,1,-1,-1,-1,1,1,-1,1,1
2270,-1,1,-1,1,1,1,-1,1,1
2271,1,1,1,1,-1,-1,1,1,1
2279,1,-1,1,1,-1,-1,1,1,1
2280,1,1,-1,-1,1,1,-1,-1,1
2284,1,-1,1,1,-1,-1,1,-1,1
2285,-1,-1,1,1,-1,-1,1,1,1
2288,1,1,-1,-1,1,1,-1,-1,1
2290,1,1,1,1,-1,-1,1,-1,1
2293,-1,-1,-1,-1,1,1,-1,1,1
2296,1,-1,1,1,-1,-1,1,-1,1
2299,1,-1,-1,-1,1,1,-1,1,1
2302,1,-1,1,1,-1,-1,1,-1,1
2303,-1,-1,-1,-1,1,1,-1,1,1
2304,-1,1,-1,1,1,-1,1,1,1
2305,1,-1,1,1,-1,-1,1,1,1
2306,1,1,1,1,-1,-1,1,1,1
2309,1,-1,1,1,-1,-1,1,-1,1
2311,1,1,-1,-1,1,1,-1,-1,1
2312,1,1,1,1,-1,-1,1,1,1
2314,1,1,1,1,-1,-1,1,-1,1
2316,-1,-1,1,1,-1,-1,1,-1,1
2320,1,-1,1,1,-1,-1,1,1,1
2321,1,-1,1,1,-1,1,1,1,1
2323,1,1,-1,-1,1,1,-1,1,1
2324,-1,1,-1,-1,1,1,-1,1,1
2325,1,-1,1,1,-1,-1,1,1,1
2330,-1,1,-1,-1,1,1,-1,-1,1
2333,-1,1,-1,-1,1,1,-1,1,1
2334,-1,-1,1,1,-1,-1,1,1,1
2337,1,1,-1,1,-1,-1,1,-1,1
2341,1,-1,1,1,-1,-1,1,1,1
2342,1,1,-1,-1,1,1,-1,-1,1
2349,-1,1,-1,-1,1,1,-1,-1,1
2354,-1,1,-1,-1,1,1,-1,1,1
2357,-1,1,-1,-1,1,1,-1,1,1
2358,-1,1,-1,-1,1,1,-1,-1,1
2359,1,-1,1,1,-1,1,1,1,1
2362,1,1,-1,-1,1,1,-1,1,1
2366,-1,1,-1,-1,1,1,-1,-1,1
2371,-1,1,1,1,-1,-1,1,-1,1
2375,-1,1,-1,-1,1,1,-1,-1,1
2377,1,1,-1,-1,1,1,-1,-1,1
2379,1,1,-1,-1,1,1,1,-1,1
2380,1,-1,1,1,-1,-1,1,1,1
2381,-1,1,-1,1,-1,-1,1,1,1
2385,-1,-1,1,1,-1,-1,1,1,1
2389,1,-1,1,1,-1,-1,1,1,1
2393,1,1,-1,-1,1,1,-1,-1,1
2394,-1,-1,1,1,-1,-1,1,1,1
2395,-1,1,-1,-1,1,1,-1,-1,1
2396,-1,-1,1,1,-1,1,1,1,1
2400,-1,1,1,1,-1,-1,1,-1,1
2401,1,1,-1,-1,1,1,-1,1,1
2402,1,1,-1,-1,1,1,1,-1,1
2403,-1,-1,1,1,-1,-1,1,1,1
2406,1,1,-1,-1,1,1,-1,-1,1
2409,1,1,-1,-1,1,1,-1,1,1
2412,-1,-1,1,1,-1,-1,1,-1,1
2414,1,-1,1,1,-1,-1,1,-1,1
2416,1,1,1,1,-1,-1,1,-1,1
2419,-1,1,-1,1,-1,-1,1,-1,1
2423,1,1,-1,-1,1,1,-1,1,1
2425,1,-1,1,1,-1,-1,1,1,1
2428,1,1,-1,-1,1,1,-1,-1,1
2434,1,-1,1,1,-1,1,1,1,1
2437,1,-1,1,1,-1,-1,1,-1,1
2440,-1,1,-1,-1,1,1,-1,1,1
2441,1,1,-1,-1,1,1,-1,-1,1
2442,-1,-1,1,1,-1,-1,1,-1,1
2451,1,1,-1,1,1,1,1,-1,1
2452,-1,1,-1,-1,1,1,-1,-1,1
2453,-1,1,-1,-1,1,1,-1,-1,1
2457,1,1,1,1,-1,-1,1,1,1
2460,-1,-1,1,1,-1,-1,1,1,1
2463,1,-1,1,1,-1,-1,1,1,1
2464,1,1,-1,-1,1,1,-1,-1,1
2466,1,1,1,-1,-1,1,1,-1,1
2469,-1,1,-1,-1,1,1,-1,-1,1
2471,1,-1,1,1,-1,-1,1,1,1
2476,1,1,-1,1,-1,-1,1,-1,1
2477,-1,1,-1,-1,1,1,-1,1,1
2481,1,-1,1,1,-1,-1,1,1,1
2482,-1,-1,1,1,-1,-1,1,-1,1
2485,-1,-1,1,1,-1,-1,1,1,1
2486,1,1,-1,-1,1,1,-1,1,1
2488,-1,-1,-1,-1,1,1,-1,1,1
2491,-1,-1,1,1,-1,-1,1,1,1
2493,-1,1,1,1,-1,-1,1,-1,1
2494,-1,-1,1,1,-1,-1,1,-1,1
2496,-1,-1,-1,1,-1,-1,1,-1,1
2501,-1,-1,1,1,-1,-1,1,-1,1
2504,-1,-1,-1,-1,1,1,-1,-1,1
2508,-1,-1,1,1,-1,-1,1,-1,1
2510,-1,-1,-1,-1,1,1,-1,1,1
2511,-1,1,-1,-1,1,1,-1,1,1
2513,1,1,-1,-1,1,1,-1,-1,1
2514,-1,1,-1,-1,1,1,-1,-1,1
2515,-1,1,1,1,-1,-1,1,-1,1
2517,-1,-1,-1,-1,1,1,-1,1,1
2519,1,1,-1,-1,1,1,-1,1,1
2521,1,1,-1,-1,1,1,-1,-1,1
2524,1,1,-1,-1,1,1,1,1,1
2532,-1,-1,1,1,-1,-1,1,1,1
2533,1,1,1,1,-1,-1,1,-1,1
2536,1,-1,1,1,-1,-1,1,-1,1
2537,-1,-1,1,1,-1,-1,1,-1,1
2539,1,1,-1,-1,1,1,-1,-1,1
2541,1,-1,1,1,-1,-1,1,1,1
2542,-1,-1,1,1,-1,1,1,-1,1
2544,1,-1,1,1,-1,-1,1,1,1
2547,-1,1,-1,-1,1,1,-1,-1,1
2549,1,-1,1,1,-1,-1,1,1,1
2554,1,1,-1,-1,1,1,-1,-1,1
2555,1,1,-1,-1,1,1,-1,-1,1
2557,1,-1,1,1,-1,-1,1,-1,1
2560,-1,1,-1,-1,1,1,-1,1,1
2561,-1,1,-1,-1,1,1,-1,1,1
2562,-1,-1,-1,-1,1,1,-1,1,1
2565,1,1,-1,-1,1,1,1,-1,1
2566,1,1,-1,1,1,-1,-1,1,1
2574,-1,-1,1,1,-1,-1,1,1,1
2575,1,-1,1,1,-1,1,1,1,1
2576,-1,1,-1,1,-1,-1,1,1,1
2582,-1,-1,-1,1,-1,-1,1,1,1
2583,1,1,-1,-1,1,1,-1,-1,1
2586,-1,1,-1,-1,1,1,-1,-1,1
2587,1,1,-1,-1,1,1,-1,-1,1
2588,-1,1,-1,-1,1,1,-1,1,1
2590,-1,-1,1,1,-1,-1,1,1,1
2592,-1,1,-1,-1,1,1,-1,1,1
2594,-1,1,-1,-1,1,1,-1,1,1
2599,1,1,-1,1,1,1,-1,1,1
2600,1,1,-1,-1,1,1,-1,-1,1
2604,1,1,-1,-1,-1,-1,1,-1,1
2609,-1,-1,1,1,-1,-1,1,-1,1
2612,-1,1,1,-1,1,-1,-1,1,1
2613,1,1,-1,-1,1,1,1,-1,1
2617,-1,1,-1,-1,1,1,-1,1,1
2618,-1,-1,1,1,-1,-1,1,1,1
2627,1,-1,1,1,-1,-1,1,1,1
2629,-1,-1,1,1,-1,-1,1,1,1
2632,1,1,1,1,-1,-1,1,1,1
2635,1,-1,1,1,-1,-1,1,-1,1
2636,-1,1,1,-1,-1,1,1,-1,1
2637,1,1,-1,-1,1,1,-1,-1,1
2643,-1,1,-1,-1,1,1,1,-1,1
2644,1,1,-1,-1,1,1,-1,-1,1
2650,1,1,-1,-1,1,1,-1,1,1
2653,-1,1,1,1,-1,-1,1,-1,1
2655,-1,-1,1,1,-1,-1,1,1,1
2658,-1,-1,1,1,1,-1,1,-1,1
2661,-1,1,1,1,1,-1,1,-1,1
2662,-1,-1,1,1,-1,-1,1,1,1
2663,1,1,-1,-1,1,1,-1,1,1
2665,-1,-1,-1,-1,1,1,-1,1,1
2666,1,1,1,1,-1,-1,1,-1,1
2670,-1,-1,1,1,-1,-1,1,-1,1
2673,-1,1,-1,-1,1,1,-1,1,1
2675,-1,1,-1,-1,1,1,-1,-1,1
2677,1,-1,1,1,-1,-1,1,1,1
2679,-1,1,-1,-1,1,1,-1,-1,1
2680,1,1,1,1,-1,-1,1,-1,1
2684,1,1,-1,-1,1,1,1,-1,1
2686,-1,-1,1,1,-1,1,1,1,1
2689,1,1,-1,1,1,-1,-1,1,1
2690,1,-1,1,1,-1,-1,1,1,1
2692,1,-1,1,1,-1,-1,1,1,1
2693,1,-1,1,1,-1,-1,1,-1,1
2696,-1,1,-1,-1,1,1,-1,1,1
2702,1,-1,-1,-1,1,1,-1,1,1
2704,-1,-1,1,1,-1,-1,1,1,1
2706,-1,1,-1,-1,1,1,-1,1,1
2712,1,-1,1,1,-1,-1,1,-1,1
2713,-1,1,-1,-1,1,1,-1,-1,1
2715,-1,-1,1,1,-1,-1,1,1,1
2716,1,-1,1,1,-1,-1,1,1,1
2719,1,1,1,1,-1,-1,1,-1,1
2723,-1,-1,1,1,-1,1,1,-1,1
2724,1,-1,1,1,-1,-1,1,-1,1
2725,1,1,1,1,-1,-1,1,-1,1
2726,1,-1,1,1,-1,-1,1,1,1
2728,-1,-1,1,1,-1,-1,1,-1,1
2735,1,1,-1,1,1,-1,-1,1,1
2737,-1,-1,1,1,-1,-1,1,-1,1
2742,1,-1,1,1,-1,-1,1,1,1
2743,-1,-1,-1,-1,1,1,-1,-1,1
2744,1,-1,1,1,-1,-1,1,-1,1
2746,1,-1,1,1,-1,-1,1,1,1
2748,1,1,-1,1,-1,1,1,1,1
2749,1,-1,1,1,-1,-1,1,-1,1
2750,1,1,-1,-1,1,1,1,-1,1
2754,-1,1,-1,-1,1,1,-1,-1,1
2755,1,-1,1,1,-1,-1,1,1,1
2761,-1,-1,1,1,-1,-1,1,-1,1
2763,-1,-1,1,1,-1,-1,1,1,1
2764,1,1,1,-1,1,1,-1,-1,1
2765,-1,1,-1,1,-1,-1,1,-1,1
2767,1,-1,1,1,-1,1,1,-1,1
2768,-1,-1,1,1,-1,1,1,-1,1
2769,1,1,-1,-1,1,1,-1,1,1
2780,-1,-1,1,1,-1,-1,1,1,1
2781,-1,-1,1,1,-1,-1,1,-1,1
2784,-1,1,1,1,-1,-1,1,1,1
2787,-1,-1,1,1,-1,-1,1,1,1
2788,-1,1,-1,-1,1,1,-1,1,1
2794,-1,-1,1,1,-1,-1,1,-1,1
2795,-1,-1,1,1,-1,-1,1,-1,1
2796,-1,-1,1,-1,-1,1,1,-1,1
2797,-1,1,-1,-1,1,1,-1,1,1
2803,-1,-1,1,1,-1,-1,1,1,1
2808,-1,-1,1,1,-1,-1,1,1,1
2810,-1,-1,1,1,-1,-1,1,1,1
2814,1,1,-1,1,-1,1,1,-1,1
2815,-1,1,1,1,-1,-1,1,-1,1
2816,1,1,-1,-1,1,1,-1,-1,1
2823,1,-1,1,1,-1,-1,1,-1,1
2826,1,1,1,1,-1,-1,1,-1,1
2831,1,-1,1,1,-1,-1,1,1,1
2832,-1,-1,1,1,-1,-1,1,1,1
2834,1,1,-1,1,-1,1,1,-1,1
2835,-1,1,1,1,-1,-1,1,-1,1
2836,-1,-1,1,1,-1,-1,1,1,1
2839,-1,-1,1,1,-1,-1,1,1,1
2840,1,-1,1,1,-1,-1,1,1,1
2841,-1,-1,1,1,-1,-1,1,1,1
2844,-1,-1,1,1,-1,-1,1,1,1
2846,-1,-1,1,1,-1,-1,1,1,1
2847,-1,-1,-1,-1,1,1,-1,-1,1
2849,-1,1,-1,-1,1,1,-1,-1,1
2855,1,-1,1,1,-1,-1,1,1,1
2857,-1,-1,1,1,-1,-1,1,-1,1
2859,-1,-1,1,1,-1,-1,1,-1,1
2863,1,-1,1,1,-1,-1,1,-1,1
2864,-1,1,-1,-1,1,1,-1,1,1
2865,1,1,-1,-1,1,1,-1,1,1
2870,1,1,1,1,-1,-1,1,-1,1
2871,1,1,-1,-1,1,1,-1,-1,1
2872,-1,1,-1,-1,1,1,-1,-1,1
2879,-1,-1,1,1,-1,-1,1,1,1
2880,1,1,-1,-1,1,1,-1,-1,1
2883,-1,1,-1,-1,1,1,-1,1,1
2885,1,-1,1,1,-1,-1,1,1,1
2888,1,1,-1,-1,1,1,-1,-1,1
2890,-1,1,-1,1,-1,-1,1,1,1
2896,-1,1,-1,-1,1,1,-1,-1,1
2898,-1,1,-1,-1,1,1,-1,1,1
2908,-1,1,-1,-1,1,1,-1,1,1
2910,-1,1,-1,-1,1,1,-1,1,1
2913,1,-1,1,1,-1,-1,1,-1,1
