ParameterIndex,miR200,ZEB,SNAIL,GRHL2
4986,2.485231,3.931245,6.072649,-0.771411
4989,7.581326,-12.710092,2.85477,2.21736
4994,7.726613,-13.254904,2.154227,8.866569
4996,-1.135791,7.696284,9.153525,3.006052
4997,6.928127,-9.287955,4.687025,4.124059
5000,-4.552096,6.892329,7.868574,2.42019
5001,3.962246,-11.987768,4.406845,6.629951
5003,-1.156905,6.630633,7.14049,-1.158578
5006,-3.862531,7.868127,8.061095,0.476407
5007,0.382097,5.734203,6.397447,-1.008416
5009,-2.467924,9.469042,7.676005,-3.402747
5015,5.438368,-12.641077,3.029019,6.131696
5016,6.242859,-7.829172,3.076919,4.971569
5017,-9.941446,3.162295,4.602097,0.598642
5020,6.283782,-15.216644,4.513056,6.793305
5021,5.066028,-7.074785,6.354615,6.543869
5022,2.974059,-7.812974,6.46482,7.723106
5023,4.757651,-11.959661,6.090855,6.164369
5025,6.728483,-12.941908,3.394693,6.483446
5026,5.954456,-11.781179,7.459037,6.823414
5031,1.561879,-6.272343,6.349349,5.328058
5032,-3.242145,5.156304,7.745623,0.758399
5038,-0.794983,6.870702,7.673397,-1.285626
5044,7.303493,-16.802842,2.84929,7.843138
5045,-1.400978,4.247061,6.897264,-0.454649
5047,6.927532,-14.518362,4.013448,8.920633
5049,5.993479,-10.318217,6.458228,6.700791
5050,-3.723353,5.497588,3.664201,2.033474
5052,-2.278092,6.517399,9.446004,0.139183
5055,-1.15979,6.262093,7.104227,1.244384
5057,1.846229,-7.28113,3.80918,5.487262
5058,-3.347631,8.420908,9.510824,3.670659
5066,6.183469,-7.878613,3.280032,3.959827
5069,6.92948,-11.040307,6.117715,4.407284
5070,6.027398,-7.872379,6.221433,7.480161
5072,8.269778,-20.748369,3.769941,7.900506
5078,0.750316,6.877178,4.697614,-0.843924
5079,6.124788,-8.888207,6.455459,7.118636
5080,-3.817663,6.462561,9.551523,-0.587049
5081,2.165121,6.867142,7.642631,2.88431
5082,-3.651242,6.755414,7.453165,0.957189
5084,6.095203,-4.068646,5.079232,9.276361
5087,1.599614,5.567122,9.289587,3.167003
5088,-0.036557,7.704738,6.53363,-0.856404
5089,-7.120516,5.95985,7.690475,1.233732
5091,4.170999,-14.728889,6.450841,8.423186
5094,7.778004,-12.24983,5.909011,6.114565
5105,-2.407645,4.54793,6.739243,2.41781
5106,-2.122191,7.030274,8.392328,1.407541
5107,1.502336,4.5992,7.30559,0.654977
5110,2.861448,-5.812616,6.071944,8.931304
5111,-0.740854,5.184127,6.53191,-1.480423
5113,-2.437472,6.600578,7.808465,0.010027
5114,-0.001035,7.863715,6.697027,3.855744
5116,-2.554176,7.783528,7.845288,-1.830479
5117,7.487695,-8.521239,6.734234,7.31882
5122,-2.579777,5.609861,7.999221,-0.347262
5123,1.91936,3.109475,5.951978,4.935584
5125,8.203318,-8.962078,6.769032,7.833814
5126,1.064635,6.786977,6.988065,2.239465
5128,-0.135747,6.275368,6.541489,1.225658
5130,6.937588,-10.748021,4.690161,8.245732
5131,-10.820052,8.272226,7.833424,0.513777
5132,4.331934,-8.251327,5.43346,7.979279
5136,-2.509756,7.331702,7.860021,0.02147
5137,-0.459894,6.323898,6.420038,2.091805
5141,3.897361,-12.814376,3.676178,6.853212
5142,7.755331,-17.97914,2.171053,5.777058
5146,-4.240555,6.254158,7.460616,5.580641
5147,1.464007,-9.958705,8.223438,6.291883
5149,4.490182,-8.091362,6.664658,8.021799
5150,-4.165266,6.607965,6.894369,-0.391475
5151,6.22143,-19.48737,5.877767,7.793316
5153,4.123611,-8.894172,4.484466,6.844215
5156,-8.347751,6.138697,7.452954,2.106882
5160,8.803322,-12.926839,3.881517,7.69116
5164,-5.623329,6.065186,8.00875,0.679735
5165,8.090755,-12.004665,6.381144,6.775385
5169,-0.587696,6.448778,6.092523,-1.549583
5171,-3.430176,6.38505,7.36438,2.742412
5172,-4.78245,4.770123,6.218998,0.994858
5173,6.61799,-10.37276,4.362092,4.1357
5175,-1.473518,6.201675,5.147638,0.901684
5176,-0.711824,6.587327,6.774565,0.611338
5178,0.469334,7.615493,6.392373,-1.064193
5180,-5.681364,8.667268,7.092628,1.305727
5183,6.892612,-14.026677,5.526949,0.471441
5184,-1.606832,6.995613,8.406538,4.565926
5185,3.325561,-13.59468,6.476816,5.809317
5188,-1.264068,7.364314,7.737493,0.601181
5189,1.154583,4.989635,7.653838,0.807489
5193,0.02879,5.750933,5.916221,2.361557
5194,4.394281,-13.912882,4.682165,4.219323
5195,4.504947,-8.282754,5.263836,5.985793
5197,3.295312,-10.43951,2.86845,6.886348
5198,4.402342,3.193899,8.389097,-2.556584
5204,-1.595958,7.326783,5.948598,2.063453
5205,5.717823,-10.014734,1.241472,7.771517
5207,6.046946,-10.092784,6.262387,6.460831
5209,-5.477318,6.265327,9.28021,5.252264
5212,5.924052,-15.63086,4.661838,5.981495
5215,-5.014873,5.610154,7.619022,0.142622
5216,-7.144199,7.639799,6.299294,1.303287
5217,-0.448136,6.983659,6.207686,-0.102847
5219,7.070852,-8.568193,5.973975,6.981235
5222,8.858362,-8.812869,3.809373,5.330654
5224,6.862882,-14.077417,6.335514,8.793084
5230,0.531126,6.75613,5.791616,-1.31852
5231,-2.040258,4.980737,6.200195,-2.198327
5232,0.107164,3.688078,6.137783,-0.768307
5233,3.955465,-6.089926,5.050152,2.959228
5234,-4.969398,4.912082,6.665574,0.011509
5235,-1.219008,7.368713,6.520586,0.941742
5236,8.167896,-13.105938,3.629624,4.997609
5237,4.854956,-11.37745,3.478116,6.934714
5238,-6.170891,7.285856,8.073488,1.451232
5241,-2.519412,3.242299,6.720571,3.834701
5244,5.842053,-8.00269,5.253876,5.76167
5245,8.674592,-16.933674,4.631631,6.700515
5246,7.250899,-13.407788,3.024753,8.449497
5250,5.872536,-11.385711,6.795221,8.88958
5252,-1.629921,6.064506,6.811201,2.497993
5253,0.564157,-8.743161,8.69816,6.868844
5254,7.456635,-12.420842,1.689896,7.867407
5258,-3.326744,7.132445,8.653651,3.299762
5260,5.190515,-16.160091,3.746156,7.715633
5267,3.676561,-11.257283,5.365571,8.226263
5271,7.240534,-12.330634,6.342506,7.413113
5274,3.608158,-10.361369,7.025514,7.15368
5278,8.333373,-9.096499,5.348332,6.89779
5279,1.674903,9.657043,5.027695,0.205985
5280,6.019519,-14.557217,6.442454,6.200572
5281,-1.476282,5.512582,6.29425,1.013584
5282,-3.180421,6.144977,9.610379,-0.278335
5284,-0.162242,6.673941,7.863001,0.062559
5285,0.1981,6.429534,6.800256,-1.761562
5286,-1.279017,3.73627,6.542383,-0.246029
5287,5.379815,-10.71748,0.730933,6.440662
5289,-2.935371,5.410969,6.99247,-1.743506
5290,7.468925,-6.866458,6.157343,2.093138
5291,-1.43889,6.152834,7.355545,1.703253
5293,2.912356,-10.799455,6.906203,9.443084
5295,-4.321643,7.364051,6.940109,1.794738
5298,3.34199,-11.450987,4.997431,7.237825
5299,-4.979841,2.803573,6.451928,1.879862
5301,-2.973156,6.716592,9.194467,5.044913
5303,-0.727276,7.642426,7.660694,-0.287941
5306,-1.54556,6.746121,6.437635,1.713899
5313,-2.827021,6.101787,7.789791,0.261708
5316,5.185551,-16.793177,3.888219,9.205514
5318,5.365349,-8.925948,5.362548,5.503062
5323,1.320233,-7.224436,6.483753,8.4038
5324,2.087369,-4.738475,7.337013,7.470066
5326,-5.680909,6.639293,9.416733,0.757969
5327,6.122522,-9.428813,2.347751,7.36942
5328,6.621174,-11.797667,4.010271,6.59567
5330,6.474709,-12.558125,5.840341,6.703014
5331,8.639809,-13.547269,2.49231,8.020716
5332,6.594294,-9.421911,6.11796,7.91623
5333,-3.923571,4.2655,6.674014,0.756864
5335,7.13185,-15.275881,4.60837,5.394604
5338,6.862026,-15.189259,6.288613,9.54585
5340,-3.873379,8.022438,7.551193,-0.805151
5342,5.60868,-4.563794,7.816199,2.000557
5346,-2.247111,5.336906,7.37726,2.044607
5347,-0.794465,4.034871,6.259362,2.014946
5349,-1.629772,-0.014273,8.242815,9.09082
5352,3.47937,-14.399383,7.65688,6.463866
5354,6.499772,-13.582838,5.217433,7.27418
5355,-4.250765,6.615844,6.193384,0.930033
5356,-1.077373,5.918786,6.985601,1.830519
5357,-1.873183,9.503177,8.804426,0.565619
5358,-4.244557,8.315343,7.937178,1.927477
5362,7.387426,-14.552329,4.412986,5.862421
5364,6.616723,-16.536023,3.802743,7.235442
5365,-4.686832,8.144005,6.914616,-2.127026
5366,-2.537066,5.775356,8.036213,3.562837
5369,-4.926435,5.564661,6.623232,0.138502
5371,7.40852,-10.556929,4.193418,5.856393
5374,5.92681,-19.221665,4.736246,8.188176
5379,-0.656983,7.457935,7.114969,-0.931912
5382,4.460788,-6.508223,3.830486,7.28699
5383,6.788542,-8.611664,6.295283,6.550495
5384,-3.561784,3.009458,4.363164,-3.920293
5386,4.07224,-15.408758,5.239123,6.780777
5387,7.238176,-9.792504,6.636763,7.014291
5388,6.506849,-17.077876,5.63973,6.779591
5389,-7.354942,7.348374,8.316787,-3.893983
5390,7.414551,-18.906589,4.942815,7.196315
5393,5.857697,-8.302973,6.389692,6.528385
5395,-2.926145,7.683647,7.601062,-2.647201
5397,6.792784,-17.229007,2.748438,5.966635
5402,-1.848613,6.366553,7.728275,0.512733
5407,5.087259,-8.876232,4.467088,1.687459
5411,6.550679,-10.697511,5.579261,9.660086
5415,5.440582,-9.595613,5.253448,3.332138
5416,7.228601,-12.473271,2.061858,4.083981
5420,-4.90722,5.56459,7.754535,-0.12584
5422,-7.497597,5.741061,8.11419,-0.358578
5426,-2.160169,-8.178219,4.122981,5.752907
5428,-2.598958,7.864983,7.056407,4.296213
5429,5.941331,-11.578301,5.435786,7.657441
5430,-1.864559,7.895684,7.871535,1.606551
5432,3.952231,-12.157648,4.635517,6.53159
5433,-3.770338,6.124869,7.487305,-2.717481
5434,5.761698,-8.845315,6.305989,4.18214
5435,-5.010559,4.88112,8.704092,-4.19607
5437,6.268641,-16.517593,3.662998,7.212028
5443,9.012917,-9.526781,3.985764,5.617593
5444,8.633684,-7.612215,5.358749,6.609345
5445,-0.428977,7.169152,8.155203,0.11278
5448,2.009801,3.475309,5.612731,-0.375615
5452,6.383291,-17.266502,2.272676,9.229063
5453,-6.248277,6.052988,7.64175,-2.987839
5454,2.442474,-2.749173,4.467853,6.664745
5456,-0.760183,7.812018,5.836004,0.819724
5458,1.738608,4.347665,6.895925,-0.974166
5462,0.089041,7.354008,8.578441,3.486328
5473,-4.646795,9.274899,9.680374,0.658753
5479,8.522096,-8.180354,5.679097,6.215908
5481,4.802348,-13.141885,4.746682,7.632219
5482,-5.919502,7.547897,6.092605,0.941833
5486,4.789661,-5.000907,5.877626,6.163156
5488,7.332947,-14.875888,3.587624,7.732102
5489,6.460831,-12.114503,4.427783,8.313275
5490,-2.228026,4.899566,7.670619,-2.129231
5491,5.647724,-7.932379,2.734038,8.428251
5494,7.949351,-15.301684,4.537578,6.225231
5496,5.321952,-12.379923,4.421662,7.184904
5498,5.382296,-8.509208,3.968918,2.680372
5501,2.784426,-11.47101,6.54852,6.458554
5504,5.827538,-9.219337,8.132012,4.610603
5505,4.680512,-13.195939,4.925765,6.75296
5508,-5.991512,4.000138,8.667827,-3.402125
5509,-0.122157,7.076537,7.051401,1.331501
5511,-0.711741,7.97853,8.839646,0.515218
5512,6.039995,-16.429006,3.885519,6.730189
5513,-3.281467,3.525426,7.22966,-3.267468
5517,6.257588,-14.252893,3.190287,7.679242
5518,2.226374,-10.008345,7.47022,6.199196
5523,-4.530821,7.011303,7.511559,1.802161
5526,-4.370713,4.044089,6.711997,3.055494
5529,6.938865,-11.383441,5.775659,6.253859
5530,-7.648269,6.450313,6.890066,0.962577
5531,-2.297332,4.989691,5.096759,-0.26666
5537,7.159391,-14.142961,5.326607,7.717928
5542,6.43866,-10.207487,3.146429,6.60985
5543,-3.542365,6.414939,5.377868,-4.937055
5544,8.352764,-13.980808,6.658435,6.700937
5547,4.784091,-8.24512,6.676022,7.018885
5551,-0.288887,7.11095,7.220265,-2.014195
5553,0.899868,-6.202122,6.536661,6.454209
5554,-1.461188,5.705022,6.988302,0.878899
5558,6.228364,-14.08736,2.547145,6.620282
5563,7.25262,-13.698603,7.019656,5.30939
5564,-0.064969,5.970859,6.182724,0.217152
5565,-1.324128,7.893697,5.037496,-4.122702
5570,-1.973679,7.033729,6.335842,0.985054
5571,9.210102,-11.36913,6.482627,4.751647
5572,-3.19856,9.108242,6.928053,0.593556
5574,-5.127135,4.636266,8.098754,3.794111
5576,-0.129364,7.457972,7.902957,0.645276
5577,6.53113,-12.14054,6.729594,6.070192
5580,7.632877,-10.646235,6.684759,6.567876
5581,6.260527,-10.086361,6.588185,8.020741
5583,6.995408,-10.856834,6.014587,7.875648
5584,0.635092,6.618989,8.538274,1.05621
5585,5.21712,-14.736988,5.164241,5.503286
5586,-4.705682,8.28097,7.92302,0.129151
5589,6.624462,-8.858762,4.530342,5.64547
5596,-6.353346,8.92851,7.358547,1.666771
5597,-1.622823,4.611471,5.132885,-0.402181
5600,-0.179608,8.787042,6.698004,-1.12582
5601,5.902922,-11.10676,1.975513,1.744519
5605,5.803816,-11.930732,4.107051,6.318062
5606,0.998857,6.270836,7.624165,0.312188
5608,-3.624928,4.856607,6.507555,6.49391
5609,6.498265,-11.318593,5.065402,3.368684
5610,-2.501312,6.387762,8.940812,-0.144243
5611,6.169678,-15.331946,6.399292,8.882323
5613,-1.112551,6.146076,7.911753,2.222926
5615,-1.690268,7.142954,6.427542,4.627917
5616,5.835652,-11.219955,7.602747,7.373078
5620,-5.432817,6.898828,8.102316,-3.875682
5621,-0.109894,6.997151,7.826566,-5.238453
5622,-4.958253,7.745955,7.500648,-0.366834
5623,1.047387,7.202764,7.428059,1.027441
5625,6.403073,-11.268151,4.92038,5.709269
5627,3.873088,3.638291,7.307997,-1.456729
5628,-4.458324,8.644461,7.676959,0.848076
5630,-0.840468,4.794541,6.803521,-0.334668
5631,3.964967,6.506414,6.504742,-1.891242
5634,6.299449,-14.58585,6.396405,7.269074
5638,-5.413774,5.318894,6.662847,2.717497
5639,0.844642,6.473934,5.806866,-0.331135
5640,3.124657,-11.94726,5.525812,8.878771
5641,-0.545125,6.866257,6.194723,3.524349
5644,4.550796,-15.336637,5.422822,6.291146
5645,6.227469,-12.412821,5.936695,9.115356
5646,-1.582389,8.577812,6.821179,0.087232
5649,1.056972,-8.048904,6.814446,6.275586
5650,4.932842,-11.204003,5.960033,4.987899
5652,8.735426,-9.329319,5.290308,8.362978
5653,7.532931,-14.171982,6.850066,7.302018
5655,7.274884,-15.787477,3.168476,8.171735
5656,0.273241,6.882792,6.124813,-2.022959
5658,-3.485928,6.565189,8.183388,0.030809
5662,-3.623498,5.253695,8.507038,3.62284
5665,-3.490318,8.96619,7.070543,2.60719
5668,6.776756,-18.253377,3.647126,7.064202
5669,6.449098,-12.654133,5.155839,8.348689
5672,-0.474402,7.957892,8.34741,2.197098
5675,4.227821,-7.137182,7.40752,6.705256
5677,-2.049654,-9.081672,8.423108,8.876179
5679,4.511204,-12.476969,6.16652,7.11133
5681,-2.881636,6.783381,8.177774,1.136476
5682,6.476173,-11.544814,3.523193,8.250081
5684,9.402776,-12.381717,2.010476,5.293149
5685,4.688084,-13.724814,4.820622,7.085897
5686,-3.484138,6.814978,8.944534,0.579373
5687,-2.502763,6.264811,8.830958,0.141514
5689,8.749881,-12.636613,6.261941,7.99232
5690,6.004605,-12.753482,3.01047,7.565666
5692,7.327702,-8.76215,6.674443,7.578469
5693,6.49003,-10.794249,5.713759,7.002484
5695,-5.838044,8.5727,7.868307,1.415409
5696,6.492411,-12.590276,4.729251,5.949318
5700,6.54286,-14.422103,5.177951,6.676044
5703,-3.328223,5.667181,7.050396,-0.014666
5706,-5.091614,6.596869,8.967705,0.577031
5707,-1.235523,4.916794,6.008956,0.068367
5708,-3.268497,2.358298,7.447461,1.815548
5711,-1.949956,6.618718,8.722045,-0.347366
5712,-3.501602,-5.080722,4.684763,7.181908
5713,-4.550708,4.620128,6.291128,0.249387
5716,6.183641,-16.572155,5.785564,7.255251
5717,5.557851,-5.747264,6.769797,8.84085
5721,6.054095,-6.001885,3.296842,7.365172
5722,-5.760787,5.811793,8.051092,5.044046
5723,6.259079,-15.095639,3.080169,6.573783
5724,6.529416,-18.63524,4.155338,7.304066
5726,4.321602,-10.493636,7.918407,6.7119
5728,4.70294,-9.324785,6.275632,3.073992
5731,6.415973,-15.07531,6.91113,6.131903
5732,0.718882,-7.761124,7.910808,7.595642
5733,-8.458419,4.231573,8.44382,0.601489
5735,2.295178,6.636654,4.065795,1.702365
5738,6.905721,-13.329874,5.01377,5.272501
5742,0.820094,5.424543,6.431768,-1.667237
5744,6.775838,-11.076059,6.514839,6.489665
5745,5.310796,-13.638376,6.074928,7.802572
5747,6.771129,0.618691,4.913982,4.643519
5749,6.622963,-12.101864,6.698456,7.24295
5750,-5.875388,6.496386,8.296408,0.039963
5751,6.649132,-14.35947,4.041845,7.192855
5753,8.362392,-10.570505,6.119697,9.355693
5754,8.301055,-11.21174,6.881787,6.05934
5755,6.690593,-13.711075,3.993024,6.262329
5756,6.877121,-9.682577,6.05957,6.093676
5757,-6.764469,5.946895,8.839442,-1.908259
5759,6.972345,-9.922216,4.549162,7.012582
5764,-7.811189,5.009517,6.864734,-0.665981
5767,6.817288,-10.243811,2.092676,8.065614
5768,4.699291,-11.087193,7.411042,8.770992
5770,8.794788,-12.643176,5.863196,6.929845
5778,-5.552665,6.680303,7.790017,0.166854
5779,-0.68433,6.583763,6.361727,-2.341488
5780,5.069335,-13.408929,2.01587,5.161566
5781,5.568226,-8.398683,3.41286,3.968233
5782,-1.80701,5.276046,8.294754,0.938386
5787,-4.073808,5.087687,8.4713,0.209948
5789,8.607203,-16.627642,5.723278,4.978192
5790,6.962509,-11.248921,1.087207,8.933993
5792,6.874208,-13.932321,5.460013,6.72982
5793,-2.324491,5.885443,8.117628,1.353687
5796,7.17452,-16.612361,5.364011,8.20785
5799,5.943649,-12.689591,4.697681,7.231719
5800,-9.2857,7.205586,8.506776,-0.121566
5802,6.079904,-7.974579,3.152309,3.505398
5803,-3.93353,7.830527,7.748637,-1.023685
5804,5.766871,-10.436405,6.579055,6.70556
5806,5.985358,-3.591155,3.858889,6.417609
5809,6.125912,-11.231803,5.21792,6.283167
5814,-3.407198,5.431307,6.900507,2.051659
5820,5.410466,-11.729546,4.840211,6.467109
5822,6.58011,-10.160233,5.731236,7.463537
5823,1.281128,-9.548685,2.627664,6.191741
5824,-5.373311,6.275177,8.208735,1.950183
5825,-0.767851,5.932086,6.772389,1.126582
5826,4.384643,-7.102373,2.471953,4.852967
5827,-6.077656,7.795352,9.37365,3.026889
5828,-5.341557,6.107149,7.835795,1.045036
5832,-6.248939,2.933874,3.201595,-4.215909
5835,-2.213331,7.580575,9.671425,0.812829
5838,-2.024429,5.587521,6.940985,1.267488
5839,1.588008,2.896539,2.152319,-3.789777
5842,-2.95173,5.503387,7.096517,0.910113
5843,-3.653194,6.70775,7.351664,-0.192614
5848,6.895885,-11.794643,6.208169,7.693407
5850,-2.440635,3.739559,5.129987,-0.772581
5851,5.119454,-6.829105,7.468359,8.89137
5856,7.57397,-12.751776,5.440679,6.487533
5858,5.936973,-13.342682,4.441068,7.528661
5859,7.48301,-9.1269,3.025537,9.122363
5861,7.340372,-13.488522,4.998474,3.557886
5865,6.10146,-8.095068,6.198785,5.624041
5866,-0.470796,8.392065,7.527313,1.066386
5869,6.680569,-12.044157,6.448477,5.877525
5870,3.937086,-11.16978,4.361149,4.566696
5875,1.014163,5.077756,6.444358,-0.022511
5877,-0.736152,2.467529,6.477361,-2.386422
5882,4.865336,-18.130337,5.787502,8.069468
5883,8.311431,-9.226789,6.076717,6.502057
5885,4.856157,-7.51195,5.058845,7.138017
5890,2.308394,5.449958,6.33082,-4.436891
5891,6.985543,-15.442099,5.254335,7.812089
5892,7.160119,-16.007311,2.497254,6.958248
5894,7.0361,-15.067062,5.047144,7.265135
5899,-0.125168,-5.796843,7.169727,5.490949
5900,-1.529365,5.511886,7.758017,-1.178931
5902,6.41697,-11.681321,3.816616,6.41637
5903,6.251583,-17.260413,4.999568,5.925809
5905,1.690745,5.611745,7.741305,4.83422
5908,6.418152,-9.656535,6.227314,6.662601
5910,-7.006834,7.729946,8.72781,0.092617
5916,-2.823426,7.393971,6.157658,1.351192
5917,5.219802,-6.752873,8.209412,8.364404
5918,-2.571256,6.192802,7.057997,-2.236615
5920,3.235262,1.22244,5.088154,2.745049
5921,-1.674388,5.101499,8.394662,3.130019
5922,4.861818,-14.879589,6.210636,6.567333
5923,9.634438,-7.037504,5.853534,8.38548
5927,1.577504,6.352369,5.723572,-2.79299
5929,6.743361,-9.611636,6.296799,7.361534
5930,4.74333,-12.863832,5.051314,8.058684
5931,-2.378819,4.23731,7.598721,-0.895835
5934,-1.451303,6.431404,7.631487,-0.256449
5937,4.839259,-8.729478,5.464518,8.137465
5938,5.343338,-15.784825,0.116092,8.314306
5946,-4.775734,4.913208,8.803996,0.874467
5947,-5.264438,7.140224,7.928389,3.530448
5951,7.439684,-6.229673,3.324213,5.071341
5952,6.444677,-11.066793,6.170097,6.368727
5953,6.500642,-15.083176,7.455617,7.338895
5955,-0.918402,6.541071,5.367511,-0.945307
5956,4.961315,-10.691076,3.899832,2.203198
5958,5.657822,5.889393,7.715648,-0.931945
5959,9.351229,-15.688601,0.351376,6.423905
5960,-5.612579,5.129855,7.026958,-2.294537
5963,6.485733,-14.437657,2.789675,2.88769
5967,6.693337,-14.259999,6.139663,8.918121
5969,-0.807122,6.590681,7.861452,-2.9081
5970,-1.676687,4.565889,6.735739,-4.013135
5971,-3.856518,7.691261,7.874962,0.649548
5973,5.600039,-13.934813,6.280659,5.051551
5974,8.221125,-11.512901,6.459809,6.97004
5979,2.116985,7.053661,7.832393,-1.158898
5980,5.745124,-7.696373,8.684984,6.916001
5982,6.419513,-10.384431,4.625447,6.490263
5984,5.775859,-12.70834,5.074837,8.858314
5985,4.599213,-13.569206,3.839782,7.161161
5986,6.734595,-5.202963,6.409506,5.544588
5987,-3.281928,6.087461,8.030216,0.810614
5991,5.446255,-9.872564,2.617382,5.739255
5992,-0.182935,6.313937,5.893173,1.701255
5995,8.543789,-13.162534,2.925449,4.739234
5996,7.5728,-14.138053,7.003559,6.888264
