,Cycles,Nature,Edge_count
2308,"TGF-beta,SNAI1,miR-34a,TWIST2,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b",P,10
2309,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b",P,5
2310,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,7
2311,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-200c",P,9
2312,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-141",P,9
2313,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,7
2314,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-200a",P,9
2315,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-141",P,9
2316,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-200a",P,7
2317,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-200a,ZEB2,miR-200c",P,9
2318,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-200c",P,7
2319,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-200c,ZEB2,miR-200a",P,9
2320,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-141",P,7
2321,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-141,ZEB2,miR-200a",P,9
2322,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-200b,ZEB1,miR-141,ZEB2,miR-200c",P,9
2323,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a",P,7
2324,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c",P,9
2325,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b",P,9
2326,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141",P,9
2327,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c",P,7
2328,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a",P,9
2329,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b",P,9
2330,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141",P,9
2331,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b",P,7
2332,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a",P,9
2333,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c",P,9
2334,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141",P,9
2335,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200a",P,7
2336,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c",P,9
2337,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b",P,9
2338,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200c",P,7
2339,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a",P,9
2340,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b",P,9
2341,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200b",P,7
2342,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a",P,9
2343,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c",P,9
2344,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-141",P,7
2345,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a",P,9
2346,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c",P,9
2347,"TGF-beta,SNAI1,miR-34a,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b",P,9
2348,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a",P,7
2349,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200c",P,9
2350,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200b",P,9
2351,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-141",P,9
2352,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c",P,7
2353,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200a",P,9
2354,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200b",P,9
2355,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-141",P,9
2356,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b",P,7
2357,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200a",P,9
2358,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200c",P,9
2359,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-141",P,9
2360,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200a",P,7
2361,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200a,ZEB2,miR-200c",P,9
2362,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200a,ZEB2,miR-200b",P,9
2363,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200c",P,7
2364,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200c,ZEB2,miR-200a",P,9
2365,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200c,ZEB2,miR-200b",P,9
2366,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200b",P,7
2367,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200b,ZEB2,miR-200a",P,9
2368,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-200b,ZEB2,miR-200c",P,9
2369,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-141",P,7
2370,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-141,ZEB2,miR-200a",P,9
2371,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-141,ZEB2,miR-200c",P,9
2372,"TGF-beta,SNAI1,miR-34a,SNAI2,TWIST2,ZEB1,miR-141,ZEB2,miR-200b",P,9
2373,"TGF-beta,SNAI1,ZEB2,miR-200a",P,4
2374,"TGF-beta,SNAI1,ZEB2,miR-200a,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,9
2375,"TGF-beta,SNAI1,ZEB2,miR-200a,ZEB1,miR-34a,SNAI2,miR-200b",P,8
2376,"TGF-beta,SNAI1,ZEB2,miR-200a,ZEB1,miR-200c",P,6
2377,"TGF-beta,SNAI1,ZEB2,miR-200a,ZEB1,miR-200b",P,6
2378,"TGF-beta,SNAI1,ZEB2,miR-200a,ZEB1,miR-141",P,6
2379,"TGF-beta,SNAI1,ZEB2,miR-200c",P,4
2380,"TGF-beta,SNAI1,ZEB2,miR-200c,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,9
2381,"TGF-beta,SNAI1,ZEB2,miR-200c,ZEB1,miR-34a,SNAI2,miR-200b",P,8
2382,"TGF-beta,SNAI1,ZEB2,miR-200c,ZEB1,miR-200a",P,6
2383,"TGF-beta,SNAI1,ZEB2,miR-200c,ZEB1,miR-200b",P,6
2384,"TGF-beta,SNAI1,ZEB2,miR-200c,ZEB1,miR-141",P,6
2385,"TGF-beta,SNAI1,ZEB2,miR-200b",P,4
2386,"TGF-beta,SNAI1,ZEB2,miR-200b,ZEB1,miR-200a",P,6
2387,"TGF-beta,SNAI1,ZEB2,miR-200b,ZEB1,miR-200c",P,6
2388,"TGF-beta,SNAI1,ZEB2,miR-200b,ZEB1,miR-141",P,6
2389,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,7
2390,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,7
2391,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b",P,7
2392,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,7
2393,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a",P,9
2394,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c",P,9
2395,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a",P,9
2396,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c",P,9
2397,"TGF-beta,SNAI1,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b",P,9
2398,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,miR-200b",P,6
2399,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,8
2400,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,8
2401,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a",P,8
2402,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c",P,8
2403,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b",P,8
2404,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a",P,8
2405,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c",P,8
2406,"TGF-beta,SNAI1,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b",P,8
2407,"TGF-beta,SNAI1,ZEB1,miR-200a",P,4
2408,"TGF-beta,SNAI1,ZEB1,miR-200a,ZEB2,miR-200c",P,6
2409,"TGF-beta,SNAI1,ZEB1,miR-200a,ZEB2,miR-200b",P,6
2410,"TGF-beta,SNAI1,ZEB1,miR-200c",P,4
2411,"TGF-beta,SNAI1,ZEB1,miR-200c,ZEB2,miR-200a",P,6
2412,"TGF-beta,SNAI1,ZEB1,miR-200c,ZEB2,miR-200b",P,6
2413,"TGF-beta,SNAI1,ZEB1,miR-200b",P,4
2414,"TGF-beta,SNAI1,ZEB1,miR-200b,ZEB2,miR-200a",P,6
2415,"TGF-beta,SNAI1,ZEB1,miR-200b,ZEB2,miR-200c",P,6
2416,"TGF-beta,SNAI1,ZEB1,miR-141",P,4
2417,"TGF-beta,SNAI1,ZEB1,miR-141,ZEB2,miR-200a",P,6
2418,"TGF-beta,SNAI1,ZEB1,miR-141,ZEB2,miR-200c",P,6
2419,"TGF-beta,SNAI1,ZEB1,miR-141,ZEB2,miR-200b",P,6
2420,"TGF-beta,SNAI1,SNAI2,miR-200b",P,4
2421,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a",P,6
2422,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-200c",P,8
2423,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a,ZEB1,miR-141",P,8
2424,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c",P,6
2425,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-200a",P,8
2426,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c,ZEB1,miR-141",P,8
2427,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,9
2428,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,9
2429,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-200a",P,6
2430,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-200a,ZEB2,miR-200c",P,8
2431,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-200c",P,6
2432,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-200c,ZEB2,miR-200a",P,8
2433,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-141",P,6
2434,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-141,ZEB2,miR-200a",P,8
2435,"TGF-beta,SNAI1,SNAI2,miR-200b,ZEB1,miR-141,ZEB2,miR-200c",P,8
2436,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200a",P,6
2437,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200c",P,8
2438,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-200b",P,8
2439,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200a,ZEB1,miR-141",P,8
2440,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200c",P,6
2441,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200a",P,8
2442,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-200b",P,8
2443,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200c,ZEB1,miR-141",P,8
2444,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200b",P,6
2445,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200a",P,8
2446,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-200c",P,8
2447,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB2,miR-200b,ZEB1,miR-141",P,8
2448,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,9
2449,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,9
2450,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b",P,9
2451,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200a",P,6
2452,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200c",P,8
2453,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200a,ZEB2,miR-200b",P,8
2454,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200c",P,6
2455,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200a",P,8
2456,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200c,ZEB2,miR-200b",P,8
2457,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200b",P,6
2458,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200a",P,8
2459,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-200b,ZEB2,miR-200c",P,8
2460,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-141",P,6
2461,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200a",P,8
2462,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200c",P,8
2463,"TGF-beta,SNAI1,SNAI2,miR-101,ZEB1,miR-141,ZEB2,miR-200b",P,8
2464,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200a",P,6
2465,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200c",P,8
2466,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-200b",P,8
2467,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200a,ZEB1,miR-141",P,8
2468,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200c",P,6
2469,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200a",P,8
2470,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-200b",P,8
2471,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200c,ZEB1,miR-141",P,8
2472,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200b",P,6
2473,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200a",P,8
2474,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-200c",P,8
2475,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB2,miR-200b,ZEB1,miR-141",P,8
2476,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200a",P,6
2477,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200a,ZEB2,miR-200c",P,8
2478,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200a,ZEB2,miR-200b",P,8
2479,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200c",P,6
2480,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200c,ZEB2,miR-200a",P,8
2481,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200c,ZEB2,miR-200b",P,8
2482,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200b",P,6
2483,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200b,ZEB2,miR-200a",P,8
2484,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-200b,ZEB2,miR-200c",P,8
2485,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-141",P,6
2486,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-141,ZEB2,miR-200a",P,8
2487,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-141,ZEB2,miR-200c",P,8
2488,"TGF-beta,SNAI1,SNAI2,TWIST2,ZEB1,miR-141,ZEB2,miR-200b",P,8
2489,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,8
2490,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,8
2491,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b",P,8
2492,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,8
2493,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a",P,10
2494,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c",P,10
2495,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a",P,10
2496,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c",P,10
2497,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b",P,10
2498,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,miR-200b",P,7
2499,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,9
2500,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200c",P,9
2501,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200a",P,9
2502,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200c",P,9
2503,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,miR-101,ZEB2,miR-200b",P,9
2504,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200a",P,9
2505,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200c",P,9
2506,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-34a,SNAI2,TWIST2,ZEB2,miR-200b",P,9
2507,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200a",P,5
2508,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200a,ZEB2,miR-200c",P,7
2509,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200a,ZEB2,miR-200b",P,7
2510,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200c",P,5
2511,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200c,ZEB2,miR-200a",P,7
2512,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200c,ZEB2,miR-200b",P,7
2513,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200b",P,5
2514,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200b,ZEB2,miR-200a",P,7
2515,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-200b,ZEB2,miR-200c",P,7
2516,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-141",P,5
2517,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-141,ZEB2,miR-200a",P,7
2518,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-141,ZEB2,miR-200c",P,7
2519,"TGF-beta,SNAI1,FOXC2,ZEB1,miR-141,ZEB2,miR-200b",P,7
2520,"TGF-beta,GSC,ZEB2,miR-200a",P,4
2521,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,9
2522,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b",P,10
2523,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-34a,SNAI2,miR-200b",P,8
2524,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b",P,9
2525,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-200c",P,6
2526,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-200b",P,6
2527,"TGF-beta,GSC,ZEB2,miR-200a,ZEB1,miR-141",P,6
2528,"TGF-beta,GSC,ZEB2,miR-200c",P,4
2529,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,9
2530,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b",P,10
2531,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-34a,SNAI2,miR-200b",P,8
2532,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-34a,SNAI1,SNAI2,miR-200b",P,9
2533,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-200a",P,6
2534,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-200b",P,6
2535,"TGF-beta,GSC,ZEB2,miR-200c,ZEB1,miR-141",P,6
2536,"TGF-beta,GSC,ZEB2,miR-200b",P,4
2537,"TGF-beta,GSC,ZEB2,miR-200b,ZEB1,miR-200a",P,6
2538,"TGF-beta,GSC,ZEB2,miR-200b,ZEB1,miR-200c",P,6
2539,"TGF-beta,GSC,ZEB2,miR-200b,ZEB1,miR-141",P,6
2540,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,ZEB2,miR-200a",P,7
2541,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,ZEB2,miR-200c",P,7
2542,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,ZEB2,miR-200b",P,7
2543,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b",P,7
2544,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200a",P,9
2545,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-200b,ZEB2,miR-200c",P,9
2546,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,SNAI1,ZEB2,miR-200a",P,10
2547,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,SNAI1,ZEB2,miR-200c",P,10
2548,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,SNAI1,ZEB2,miR-200b",P,10
2549,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200a",P,9
2550,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200c",P,9
2551,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI2,miR-101,ZEB2,miR-200b",P,9
2552,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,miR-101,ZEB2,miR-200a",P,9
2553,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,miR-101,ZEB2,miR-200c",P,9
2554,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,miR-101,ZEB2,miR-200b",P,9
2555,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200a",P,8
2556,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200c",P,8
2557,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,ZEB2,miR-200b",P,8
2558,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b",P,8
2559,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b,ZEB2,miR-200a",P,10
2560,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-200b,ZEB2,miR-200c",P,10
2561,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-101,ZEB2,miR-200a",P,10
2562,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-101,ZEB2,miR-200c",P,10
2563,"TGF-beta,GSC,ZEB1,miR-34a,TWIST2,SNAI1,SNAI2,miR-101,ZEB2,miR-200b",P,10
2564,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-200b",P,6
2565,"TGF-beta,GSC,ZEB1,miR-34a,SNAI2,miR-200b,ZEB2,miR-200a",P,8
